2018-08-29 09:59:04: -- Analysis Started by On File Change, After Delay
2018-08-29 09:59:10: Changes: 3,119, Conflicts: 0, CopyTime: 0, FixState: 0, Errors: 0, All: 7381
2018-08-29 09:59:10: Left to Right: Copy File: 3119 
2018-08-29 09:59:18: Copy Over 'D:/repository/.git/objects/2f/294c6489bc00f33b200180a239c229b42a85c3' -> '//10.8.0.252/it信息/个人目录/曹晋/bak/.git/objects/2f/294c6489bc00f33b200180a239c229b42a85c3' (338)
2018-08-29 09:59:18: Copy Over 'D:/repository/.git/objects/2f/36559a719167a96a29952cc7a877e7696a30c4' -> '//10.8.0.252/it信息/个人目录/曹晋/bak/.git/objects/2f/36559a719167a96a29952cc7a877e7696a30c4' (335)
2018-08-29 09:59:18: Copy New 'D:/repository/.git/objects/2f/38a219c38c9350b52bc28b67b40732eb1efea7' -> '//10.8.0.252/it信息/个人目录/曹晋/bak/.git/objects/2f/38a219c38c9350b52bc28b67b40732eb1efea7' (1,318)
2018-08-29 09:59:18: Copy Over 'D:/repository/.git/objects/2f/38df5737cb7c79ab2cceb3443a58e7c1094454' -> '//10.8.0.252/it信息/个人目录/曹晋/bak/.git/objects/2f/38df5737cb7c79ab2cceb3443a58e7c1094454' (336)
2018-08-29 09:59:18: Copy Over 'D:/repository/.git/objects/2f/48ab55023188228fe560229ef62bab9832e1c0' -> '//10.8.0.252/it信息/个人目录/曹晋/bak/.git/objects/2f/48ab55023188228fe560229ef62bab9832e1c0' (339)
2018-08-29 09:59:18: Copy Over 'D:/repository/.git/objects/2f/6e66d87bb9a339e0eb786bf600ef67e1c75fde' -> '//10.8.0.252/it信息/个人目录/曹晋/bak/.git/objects/2f/6e66d87bb9a339e0eb786bf600ef67e1c75fde' (336)
2018-08-29 09:59:18: Copy Over 'D:/repository/.git/objects/2f/94857f56b787f8a2915bae10f68338e6679373' -> '//10.8.0.252/it信息/个人目录/曹晋/bak/.git/objects/2f/94857f56b787f8a2915bae10f68338e6679373' (335)
2018-08-29 09:59:18: Copy Over 'D:/repository/.git/objects/2f/aa4f78d928329214670a54f8ed65fe173b8108' -> '//10.8.0.252/it信息/个人目录/曹晋/bak/.git/objects/2f/aa4f78d928329214670a54f8ed65fe173b8108' (341)
2018-08-29 09:59:18: Copy Over 'D:/repository/.git/objects/2f/ad49c2c8d2d81dd47db0006aba4db520e108b1' -> '//10.8.0.252/it信息/个人目录/曹晋/bak/.git/objects/2f/ad49c2c8d2d81dd47db0006aba4db520e108b1' (335)
2018-08-29 09:59:18: Copy Over 'D:/repository/.git/objects/2f/c2ba8dd3c719d5a3d0bc23068e95a8ffbbba35' -> '//10.8.0.252/it信息/个人目录/曹晋/bak/.git/objects/2f/c2ba8dd3c719d5a3d0bc23068e95a8ffbbba35' (336)
2018-08-29 09:59:18: Copy Over 'D:/repository/.git/objects/2f/c96e39a63f8562badc87e9e4ac2e8a6183202c' -> '//10.8.0.252/it信息/个人目录/曹晋/bak/.git/objects/2f/c96e39a63f8562badc87e9e4ac2e8a6183202c' (341)
2018-08-29 09:59:18: Copy Over 'D:/repository/.git/objects/2f/ee842ce2107b9f2e2b60954ff4014b3c8166b1' -> '//10.8.0.252/it信息/个人目录/曹晋/bak/.git/objects/2f/ee842ce2107b9f2e2b60954ff4014b3c8166b1' (2,504)
2018-08-29 09:59:18: Copy Over 'D:/repository/.git/objects/2f/f501e15fbb095aadbb8ff7928080948c207a6d' -> '//10.8.0.252/it信息/个人目录/曹晋/bak/.git/objects/2f/f501e15fbb095aadbb8ff7928080948c207a6d' (377)
2018-08-29 09:59:18: Copy Over 'D:/repository/.git/objects/2f/f517ddad50b2f9a9d86ae26c18457e67501d64' -> '//10.8.0.252/it信息/个人目录/曹晋/bak/.git/objects/2f/f517ddad50b2f9a9d86ae26c18457e67501d64' (338)
2018-08-29 09:59:18: Copy Over 'D:/repository/.git/objects/30/11e8040c8d654d3bf23a7cba4afce274d0d1f6' -> '//10.8.0.252/it信息/个人目录/曹晋/bak/.git/objects/30/11e8040c8d654d3bf23a7cba4afce274d0d1f6' (339)
2018-08-29 09:59:18: Copy Over 'D:/repository/.git/objects/30/2a9f104c0c663b0d4cf33199150c0eb7ce6808' -> '//10.8.0.252/it信息/个人目录/曹晋/bak/.git/objects/30/2a9f104c0c663b0d4cf33199150c0eb7ce6808' (361)
2018-08-29 09:59:18: Copy Over 'D:/repository/.git/objects/30/39a88ad87852332c4469dde186f6f1ef68ecc8' -> '//10.8.0.252/it信息/个人目录/曹晋/bak/.git/objects/30/39a88ad87852332c4469dde186f6f1ef68ecc8' (341)
2018-08-29 09:59:18: Copy New 'D:/repository/.git/objects/30/3e1cda8aaf23a0933b95ed2f608fe44cb4082a' -> '//10.8.0.252/it信息/个人目录/曹晋/bak/.git/objects/30/3e1cda8aaf23a0933b95ed2f608fe44cb4082a' (1,222)
2018-08-29 09:59:18: Copy Over 'D:/repository/.git/objects/30/52acdb0604ebefe009e5d7f28b00f22bb98a71' -> '//10.8.0.252/it信息/个人目录/曹晋/bak/.git/objects/30/52acdb0604ebefe009e5d7f28b00f22bb98a71' (1,093)
2018-08-29 09:59:18: Copy Over 'D:/repository/.git/objects/30/8d7105bb5eb3e7e4259c719c5af3e96e5469c8' -> '//10.8.0.252/it信息/个人目录/曹晋/bak/.git/objects/30/8d7105bb5eb3e7e4259c719c5af3e96e5469c8' (335)
2018-08-29 09:59:18: Copy Over 'D:/repository/.git/objects/30/b951062bd967c1f3bfff93d0a23020998a3b9f' -> '//10.8.0.252/it信息/个人目录/曹晋/bak/.git/objects/30/b951062bd967c1f3bfff93d0a23020998a3b9f' (340)
2018-08-29 09:59:18: Copy New 'D:/repository/.git/objects/30/bc53a1c73762a22de41bd1d59e246994bb9498' -> '//10.8.0.252/it信息/个人目录/曹晋/bak/.git/objects/30/bc53a1c73762a22de41bd1d59e246994bb9498' (48)
2018-08-29 09:59:18: Copy Over 'D:/repository/.git/objects/30/d5d8537adeafbec8ef200e7aabf825b0ea918a' -> '//10.8.0.252/it信息/个人目录/曹晋/bak/.git/objects/30/d5d8537adeafbec8ef200e7aabf825b0ea918a' (334)
2018-08-29 09:59:18: Copy Over 'D:/repository/.git/objects/31/051da5b4f9ab643731f7f472bcdf25a4da8f37' -> '//10.8.0.252/it信息/个人目录/曹晋/bak/.git/objects/31/051da5b4f9ab643731f7f472bcdf25a4da8f37' (702)
2018-08-29 09:59:18: Copy Over 'D:/repository/.git/objects/31/0b7371d8bb011f7fb3718d62eefa42432fb2f3' -> '//10.8.0.252/it信息/个人目录/曹晋/bak/.git/objects/31/0b7371d8bb011f7fb3718d62eefa42432fb2f3' (335)
2018-08-29 09:59:18: Copy Over 'D:/repository/.git/objects/31/22e5280bf93c90bab3650c58a95dd777eab8d9' -> '//10.8.0.252/it信息/个人目录/曹晋/bak/.git/objects/31/22e5280bf93c90bab3650c58a95dd777eab8d9' (342)
2018-08-29 09:59:18: Copy Over 'D:/repository/.git/objects/31/2632200e5e08a7a6f31e104d3e08eed29843da' -> '//10.8.0.252/it信息/个人目录/曹晋/bak/.git/objects/31/2632200e5e08a7a6f31e104d3e08eed29843da' (338)
2018-08-29 09:59:18: Copy New 'D:/repository/.git/objects/31/2f15ef16069d51ebe1d321e25c03c4a49f85be' -> '//10.8.0.252/it信息/个人目录/曹晋/bak/.git/objects/31/2f15ef16069d51ebe1d321e25c03c4a49f85be' (1,462)
2018-08-29 09:59:18: Copy Over 'D:/repository/.git/objects/31/50a9f1d83f744857c7d3e4d9a1e6cd69c2513e' -> '//10.8.0.252/it信息/个人目录/曹晋/bak/.git/objects/31/50a9f1d83f744857c7d3e4d9a1e6cd69c2513e' (339)
2018-08-29 09:59:18: Copy New 'D:/repository/.git/objects/31/54cf2aa51de4502000e18bba780ea738012870' -> '//10.8.0.252/it信息/个人目录/曹晋/bak/.git/objects/31/54cf2aa51de4502000e18bba780ea738012870' (1,759)
2018-08-29 09:59:18: Copy Over 'D:/repository/.git/objects/31/d2e50e7f4f87c433e0c76a2a6bdc05c4a4c223' -> '//10.8.0.252/it信息/个人目录/曹晋/bak/.git/objects/31/d2e50e7f4f87c433e0c76a2a6bdc05c4a4c223' (335)
2018-08-29 09:59:18: Copy Over 'D:/repository/.git/objects/31/dc4eb15e190265ce2943cf0cb8e49add01b3a2' -> '//10.8.0.252/it信息/个人目录/曹晋/bak/.git/objects/31/dc4eb15e190265ce2943cf0cb8e49add01b3a2' (335)
2018-08-29 09:59:18: Copy Over 'D:/repository/.git/objects/31/f5b1b21829d5a35b4983b211661766ce753176' -> '//10.8.0.252/it信息/个人目录/曹晋/bak/.git/objects/31/f5b1b21829d5a35b4983b211661766ce753176' (336)
2018-08-29 09:59:18: Copy Over 'D:/repository/.git/objects/32/06bd04b97d73bc3cb02b502c451ffdcffb78c6' -> '//10.8.0.252/it信息/个人目录/曹晋/bak/.git/objects/32/06bd04b97d73bc3cb02b502c451ffdcffb78c6' (336)
2018-08-29 09:59:18: Copy New 'D:/repository/.git/objects/32/084ed183abea85962c6b8cc80d5a75ffd7ba73' -> '//10.8.0.252/it信息/个人目录/曹晋/bak/.git/objects/32/084ed183abea85962c6b8cc80d5a75ffd7ba73' (48)
2018-08-29 09:59:18: Copy New 'D:/repository/.git/objects/32/24ba0186b12125e56b24405a7517a0ed890410' -> '//10.8.0.252/it信息/个人目录/曹晋/bak/.git/objects/32/24ba0186b12125e56b24405a7517a0ed890410' (254)
2018-08-29 09:59:18: Copy New 'D:/repository/.git/objects/32/46d678898cd5ccd928507b4a12e39e032838b5' -> '//10.8.0.252/it信息/个人目录/曹晋/bak/.git/objects/32/46d678898cd5ccd928507b4a12e39e032838b5' (1,165)
2018-08-29 09:59:18: Copy New 'D:/repository/.git/objects/32/7c73e5e0b7c5f93fb2044bffe95b52f260508f' -> '//10.8.0.252/it信息/个人目录/曹晋/bak/.git/objects/32/7c73e5e0b7c5f93fb2044bffe95b52f260508f' (650)
2018-08-29 09:59:18: Copy Over 'D:/repository/.git/objects/32/c3ce10dc62863f7d80bf2ec69ef699a8ef8d69' -> '//10.8.0.252/it信息/个人目录/曹晋/bak/.git/objects/32/c3ce10dc62863f7d80bf2ec69ef699a8ef8d69' (341)
2018-08-29 09:59:18: Copy Over 'D:/repository/.git/objects/32/d8288797e7877809944da61ca765c8b1661f51' -> '//10.8.0.252/it信息/个人目录/曹晋/bak/.git/objects/32/d8288797e7877809944da61ca765c8b1661f51' (341)
2018-08-29 09:59:18: Copy Over 'D:/repository/.git/objects/32/f118b15f9212908ec56fbb68c38534bf61d0d1' -> '//10.8.0.252/it信息/个人目录/曹晋/bak/.git/objects/32/f118b15f9212908ec56fbb68c38534bf61d0d1' (336)
2018-08-29 09:59:18: Copy Over 'D:/repository/.git/objects/33/3940a87a26cb9ddc1f119556278cba30727075' -> '//10.8.0.252/it信息/个人目录/曹晋/bak/.git/objects/33/3940a87a26cb9ddc1f119556278cba30727075' (336)
2018-08-29 09:59:18: Copy Over 'D:/repository/.git/objects/33/39fb78ad404543615e6bb9bf6650c41029ce64' -> '//10.8.0.252/it信息/个人目录/曹晋/bak/.git/objects/33/39fb78ad404543615e6bb9bf6650c41029ce64' (341)
2018-08-29 09:59:18: Copy Over 'D:/repository/.git/objects/33/3a4ea7a219c5079b6109c7d8d95552c05bea7c' -> '//10.8.0.252/it信息/个人目录/曹晋/bak/.git/objects/33/3a4ea7a219c5079b6109c7d8d95552c05bea7c' (339)
2018-08-29 09:59:18: Copy Over 'D:/repository/.git/objects/33/4105e27f4d3ba5e0e59cc257181e1cf4d9f999' -> '//10.8.0.252/it信息/个人目录/曹晋/bak/.git/objects/33/4105e27f4d3ba5e0e59cc257181e1cf4d9f999' (339)
2018-08-29 09:59:18: Copy Over 'D:/repository/.git/objects/33/4eafd45a2a71cf73d384ebcaebee4ac1b5a659' -> '//10.8.0.252/it信息/个人目录/曹晋/bak/.git/objects/33/4eafd45a2a71cf73d384ebcaebee4ac1b5a659' (339)
2018-08-29 09:59:18: Copy Over 'D:/repository/.git/objects/33/78c69a395cd48ccb17420a5bd1ed0ef7b67603' -> '//10.8.0.252/it信息/个人目录/曹晋/bak/.git/objects/33/78c69a395cd48ccb17420a5bd1ed0ef7b67603' (340)
2018-08-29 09:59:18: Copy Over 'D:/repository/.git/objects/33/ad9adc1b23eceb635dff7deaff2a9e7b2751d5' -> '//10.8.0.252/it信息/个人目录/曹晋/bak/.git/objects/33/ad9adc1b23eceb635dff7deaff2a9e7b2751d5' (1,620)
2018-08-29 09:59:19: Copy Over 'D:/repository/.git/objects/33/b4eab61f6701d88c3233120d9273fb43cfa2ef' -> '//10.8.0.252/it信息/个人目录/曹晋/bak/.git/objects/33/b4eab61f6701d88c3233120d9273fb43cfa2ef' (309)
2018-08-29 09:59:19: Copy Over 'D:/repository/.git/objects/33/c6dbcf6a1e49f1f83f1e25bec47837b323ed33' -> '//10.8.0.252/it信息/个人目录/曹晋/bak/.git/objects/33/c6dbcf6a1e49f1f83f1e25bec47837b323ed33' (341)
2018-08-29 09:59:19: Copy Over 'D:/repository/.git/objects/33/e033e995d841854e0229aeb88c80919509d92b' -> '//10.8.0.252/it信息/个人目录/曹晋/bak/.git/objects/33/e033e995d841854e0229aeb88c80919509d92b' (335)
2018-08-29 09:59:19: Copy New 'D:/repository/.git/objects/33/ec3d157e7543fc3044a4ab507fb1c8228be69a' -> '//10.8.0.252/it信息/个人目录/曹晋/bak/.git/objects/33/ec3d157e7543fc3044a4ab507fb1c8228be69a' (359)
2018-08-29 09:59:19: Copy Over 'D:/repository/.git/objects/33/efe7c73a4008a92d16fb9cb01781f41459cfe0' -> '//10.8.0.252/it信息/个人目录/曹晋/bak/.git/objects/33/efe7c73a4008a92d16fb9cb01781f41459cfe0' (339)
2018-08-29 09:59:19: Copy Over 'D:/repository/.git/objects/33/faf071f535074e1ed77ad9dfbbb41c44051851' -> '//10.8.0.252/it信息/个人目录/曹晋/bak/.git/objects/33/faf071f535074e1ed77ad9dfbbb41c44051851' (339)
2018-08-29 09:59:19: Copy Over 'D:/repository/.git/objects/34/66d13dcd67b16928a091d92ea0f4ba21a714a9' -> '//10.8.0.252/it信息/个人目录/曹晋/bak/.git/objects/34/66d13dcd67b16928a091d92ea0f4ba21a714a9' (341)
2018-08-29 09:59:19: Copy New 'D:/repository/.git/objects/34/7720e7817ef60ff9fcb27ea639a70a58cc0395' -> '//10.8.0.252/it信息/个人目录/曹晋/bak/.git/objects/34/7720e7817ef60ff9fcb27ea639a70a58cc0395' (83)
2018-08-29 09:59:19: Copy Over 'D:/repository/.git/objects/34/ab92dba18910305387d627019653a3982116aa' -> '//10.8.0.252/it信息/个人目录/曹晋/bak/.git/objects/34/ab92dba18910305387d627019653a3982116aa' (336)
2018-08-29 09:59:19: Copy Over 'D:/repository/.git/objects/34/b5fb92ffac5dfca965fd8b8ceed2c3c1d3d7f4' -> '//10.8.0.252/it信息/个人目录/曹晋/bak/.git/objects/34/b5fb92ffac5dfca965fd8b8ceed2c3c1d3d7f4' (340)
2018-08-29 09:59:19: Copy Over 'D:/repository/.git/objects/34/b9cc207162aba5f4441ee8049845fd0a45c557' -> '//10.8.0.252/it信息/个人目录/曹晋/bak/.git/objects/34/b9cc207162aba5f4441ee8049845fd0a45c557' (336)
2018-08-29 09:59:19: Copy Over 'D:/repository/.git/objects/34/cce28e53b91cea40deb4d0edce835a767b43ff' -> '//10.8.0.252/it信息/个人目录/曹晋/bak/.git/objects/34/cce28e53b91cea40deb4d0edce835a767b43ff' (340)
2018-08-29 09:59:19: Copy Over 'D:/repository/.git/objects/34/dfb84642253604adca98a43e49f6c9b707b6f2' -> '//10.8.0.252/it信息/个人目录/曹晋/bak/.git/objects/34/dfb84642253604adca98a43e49f6c9b707b6f2' (335)
2018-08-29 09:59:19: Copy New 'D:/repository/.git/objects/34/e5834143f9c35d12392ee7455ef274c8fc4686' -> '//10.8.0.252/it信息/个人目录/曹晋/bak/.git/objects/34/e5834143f9c35d12392ee7455ef274c8fc4686' (1,211)
2018-08-29 09:59:19: Copy New 'D:/repository/.git/objects/35/28abef58827cd8beaf063c2408abf09d137877' -> '//10.8.0.252/it信息/个人目录/曹晋/bak/.git/objects/35/28abef58827cd8beaf063c2408abf09d137877' (411)
2018-08-29 09:59:19: Copy Over 'D:/repository/.git/objects/35/65d19b823b0d693b68ed808e871781d92ed348' -> '//10.8.0.252/it信息/个人目录/曹晋/bak/.git/objects/35/65d19b823b0d693b68ed808e871781d92ed348' (377)
2018-08-29 09:59:19: Copy Over 'D:/repository/.git/objects/35/7cdb27c3d25687ee7b36f0e53ede1ce8b0249f' -> '//10.8.0.252/it信息/个人目录/曹晋/bak/.git/objects/35/7cdb27c3d25687ee7b36f0e53ede1ce8b0249f' (335)
2018-08-29 09:59:19: Copy Over 'D:/repository/.git/objects/35/942cb71285a9cf158ba40e9c07662bc2e62a5b' -> '//10.8.0.252/it信息/个人目录/曹晋/bak/.git/objects/35/942cb71285a9cf158ba40e9c07662bc2e62a5b' (338)
2018-08-29 09:59:19: Copy Over 'D:/repository/.git/objects/35/9fabd5dfda2323d68fa15fae546409ac2e282e' -> '//10.8.0.252/it信息/个人目录/曹晋/bak/.git/objects/35/9fabd5dfda2323d68fa15fae546409ac2e282e' (341)
2018-08-29 09:59:19: Copy Over 'D:/repository/.git/objects/35/b6d47124e898c811822410ca6771e4623b4694' -> '//10.8.0.252/it信息/个人目录/曹晋/bak/.git/objects/35/b6d47124e898c811822410ca6771e4623b4694' (336)
2018-08-29 09:59:19: Copy New 'D:/repository/.git/objects/35/c6ae784f9bfcd0105c1438a0acb51dd5401055' -> '//10.8.0.252/it信息/个人目录/曹晋/bak/.git/objects/35/c6ae784f9bfcd0105c1438a0acb51dd5401055' (2,914)
2018-08-29 09:59:19: Copy Over 'D:/repository/.git/objects/35/d99d0362ae0986e00f2c939789b7801c38aa7b' -> '//10.8.0.252/it信息/个人目录/曹晋/bak/.git/objects/35/d99d0362ae0986e00f2c939789b7801c38aa7b' (335)
2018-08-29 09:59:19: Copy Over 'D:/repository/.git/objects/35/e0152de1a57d75f8c5de1c4d13c978a5b7d3b1' -> '//10.8.0.252/it信息/个人目录/曹晋/bak/.git/objects/35/e0152de1a57d75f8c5de1c4d13c978a5b7d3b1' (341)
2018-08-29 09:59:19: Copy Over 'D:/repository/.git/objects/35/f178e0a381aedd7fa4cfe98cd448c6135a7cc2' -> '//10.8.0.252/it信息/个人目录/曹晋/bak/.git/objects/35/f178e0a381aedd7fa4cfe98cd448c6135a7cc2' (515)
2018-08-29 09:59:19: Copy Over 'D:/repository/.git/objects/36/1500d7b39e1e6cf78b0dd930fdea89c2c69262' -> '//10.8.0.252/it信息/个人目录/曹晋/bak/.git/objects/36/1500d7b39e1e6cf78b0dd930fdea89c2c69262' (343)
2018-08-29 09:59:19: Copy Over 'D:/repository/.git/objects/36/178dd8aac3c0ec2d91b4113857446a6687f93e' -> '//10.8.0.252/it信息/个人目录/曹晋/bak/.git/objects/36/178dd8aac3c0ec2d91b4113857446a6687f93e' (336)
2018-08-29 09:59:19: Copy Over 'D:/repository/.git/objects/36/47b1e16ef3c2443c35447891c0b903bd8ea04f' -> '//10.8.0.252/it信息/个人目录/曹晋/bak/.git/objects/36/47b1e16ef3c2443c35447891c0b903bd8ea04f' (227)
2018-08-29 09:59:19: Copy Over 'D:/repository/.git/objects/36/761288e593dca0a2be9cf5faaffccc8458b226' -> '//10.8.0.252/it信息/个人目录/曹晋/bak/.git/objects/36/761288e593dca0a2be9cf5faaffccc8458b226' (336)
2018-08-29 09:59:19: Copy Over 'D:/repository/.git/objects/36/7629d274de998a8e1cee9e07206948ee6b6ffe' -> '//10.8.0.252/it信息/个人目录/曹晋/bak/.git/objects/36/7629d274de998a8e1cee9e07206948ee6b6ffe' (262)
2018-08-29 09:59:19: Copy New 'D:/repository/.git/objects/36/7fb74fd1c3067c0d12a622130d7a6252ca75f8' -> '//10.8.0.252/it信息/个人目录/曹晋/bak/.git/objects/36/7fb74fd1c3067c0d12a622130d7a6252ca75f8' (561,559)
2018-08-29 09:59:19: Copy New 'D:/repository/.git/objects/36/868bbcd78a126a12bd961c0a72fc7695d2f167' -> '//10.8.0.252/it信息/个人目录/曹晋/bak/.git/objects/36/868bbcd78a126a12bd961c0a72fc7695d2f167' (360)
2018-08-29 09:59:19: Copy Over 'D:/repository/.git/objects/36/89f792b5ac1d40803706a58a6cc642cd552d3a' -> '//10.8.0.252/it信息/个人目录/曹晋/bak/.git/objects/36/89f792b5ac1d40803706a58a6cc642cd552d3a' (399)
2018-08-29 09:59:19: Copy Over 'D:/repository/.git/objects/36/aefc498ed92346ccf2119ce3f435f2c0639590' -> '//10.8.0.252/it信息/个人目录/曹晋/bak/.git/objects/36/aefc498ed92346ccf2119ce3f435f2c0639590' (1,024)
2018-08-29 09:59:19: Copy Over 'D:/repository/.git/objects/36/c4d5a5bf9f7fba127f8b3d7c55944bc6c60e22' -> '//10.8.0.252/it信息/个人目录/曹晋/bak/.git/objects/36/c4d5a5bf9f7fba127f8b3d7c55944bc6c60e22' (335)
2018-08-29 09:59:19: Copy Over 'D:/repository/.git/objects/36/d885e9b424ca61b932a755576a8d2a4a50289a' -> '//10.8.0.252/it信息/个人目录/曹晋/bak/.git/objects/36/d885e9b424ca61b932a755576a8d2a4a50289a' (339)
2018-08-29 09:59:19: Copy New 'D:/repository/.git/objects/36/dade53ba2ffaaa5d4157e188eb9ff1bbb315cc' -> '//10.8.0.252/it信息/个人目录/曹晋/bak/.git/objects/36/dade53ba2ffaaa5d4157e188eb9ff1bbb315cc' (370)
2018-08-29 09:59:19: Copy Over 'D:/repository/.git/objects/36/fa66d975c34551acf707b14d52fb86a2fe3876' -> '//10.8.0.252/it信息/个人目录/曹晋/bak/.git/objects/36/fa66d975c34551acf707b14d52fb86a2fe3876' (336)
2018-08-29 09:59:19: Copy Over 'D:/repository/.git/objects/37/1cf97110f1f80dce6ae7602d1ab45357e75d51' -> '//10.8.0.252/it信息/个人目录/曹晋/bak/.git/objects/37/1cf97110f1f80dce6ae7602d1ab45357e75d51' (339)
2018-08-29 09:59:19: Copy Over 'D:/repository/.git/objects/37/1f6d0098ea7e6f4a782169837058ffa1afba3c' -> '//10.8.0.252/it信息/个人目录/曹晋/bak/.git/objects/37/1f6d0098ea7e6f4a782169837058ffa1afba3c' (336)
2018-08-29 09:59:19: Copy Over 'D:/repository/.git/objects/37/366bd3b188dd094954400ba3db8b4383869895' -> '//10.8.0.252/it信息/个人目录/曹晋/bak/.git/objects/37/366bd3b188dd094954400ba3db8b4383869895' (341)
2018-08-29 09:59:19: Copy Over 'D:/repository/.git/objects/37/47b3ef162ac454682a1ea7608f48952f289588' -> '//10.8.0.252/it信息/个人目录/曹晋/bak/.git/objects/37/47b3ef162ac454682a1ea7608f48952f289588' (340)
2018-08-29 09:59:19: Copy Over 'D:/repository/.git/objects/37/542fbd9638f1697aeca3173285dd104eda6db2' -> '//10.8.0.252/it信息/个人目录/曹晋/bak/.git/objects/37/542fbd9638f1697aeca3173285dd104eda6db2' (338)
2018-08-29 09:59:19: Copy Over 'D:/repository/.git/objects/37/7d6b70f2d2f54af84fedbc638242f7fe4cf840' -> '//10.8.0.252/it信息/个人目录/曹晋/bak/.git/objects/37/7d6b70f2d2f54af84fedbc638242f7fe4cf840' (335)
2018-08-29 09:59:19: Copy Over 'D:/repository/.git/objects/37/9d39c2e3820081f29ca2d7681cbf81d1e708aa' -> '//10.8.0.252/it信息/个人目录/曹晋/bak/.git/objects/37/9d39c2e3820081f29ca2d7681cbf81d1e708aa' (340)
2018-08-29 09:59:19: Copy Over 'D:/repository/.git/objects/37/e8384e5bfec69b625255b17fde0e93b951be61' -> '//10.8.0.252/it信息/个人目录/曹晋/bak/.git/objects/37/e8384e5bfec69b625255b17fde0e93b951be61' (334)
2018-08-29 09:59:19: Copy Over 'D:/repository/.git/objects/37/f838c8bb03eacdc833cb8bd5d131c1daf3c6ac' -> '//10.8.0.252/it信息/个人目录/曹晋/bak/.git/objects/37/f838c8bb03eacdc833cb8bd5d131c1daf3c6ac' (336)
2018-08-29 09:59:19: Copy Over 'D:/repository/.git/objects/38/0de2eb2c3cd1fea319cca252e1f1aebf2207f8' -> '//10.8.0.252/it信息/个人目录/曹晋/bak/.git/objects/38/0de2eb2c3cd1fea319cca252e1f1aebf2207f8' (338)
2018-08-29 09:59:19: Copy Over 'D:/repository/.git/objects/38/13d0bb560ddf72469e1f071260bf116fba9a70' -> '//10.8.0.252/it信息/个人目录/曹晋/bak/.git/objects/38/13d0bb560ddf72469e1f071260bf116fba9a70' (341)
2018-08-29 09:59:19: Copy Over 'D:/repository/.git/objects/38/2e186f77d1ea56ab35c38b4f2eeabaf96d0b95' -> '//10.8.0.252/it信息/个人目录/曹晋/bak/.git/objects/38/2e186f77d1ea56ab35c38b4f2eeabaf96d0b95' (333)
2018-08-29 09:59:19: Copy Over 'D:/repository/.git/objects/38/430899dc61d9baa05a074523e0a91a37f22313' -> '//10.8.0.252/it信息/个人目录/曹晋/bak/.git/objects/38/430899dc61d9baa05a074523e0a91a37f22313' (339)
2018-08-29 09:59:19: Copy Over 'D:/repository/.git/objects/38/780a0f9b42ac9987dfc6e2bd1be55eaf8b8f42' -> '//10.8.0.252/it信息/个人目录/曹晋/bak/.git/objects/38/780a0f9b42ac9987dfc6e2bd1be55eaf8b8f42' (341)
2018-08-29 09:59:19: Copy Over 'D:/repository/.git/objects/38/7c45d6650f48b45cb93ec7607c3785f80055e9' -> '//10.8.0.252/it信息/个人目录/曹晋/bak/.git/objects/38/7c45d6650f48b45cb93ec7607c3785f80055e9' (340)
2018-08-29 09:59:19: Copy Over 'D:/repository/.git/objects/38/97592967b468106ebe78756962e8e1962b9147' -> '//10.8.0.252/it信息/个人目录/曹晋/bak/.git/objects/38/97592967b468106ebe78756962e8e1962b9147' (336)
2018-08-29 09:59:19: Copy Over 'D:/repository/.git/objects/38/9a3798b22f9fc75f318655c9fe2579b5e1735d' -> '//10.8.0.252/it信息/个人目录/曹晋/bak/.git/objects/38/9a3798b22f9fc75f318655c9fe2579b5e1735d' (338)
2018-08-29 09:59:19: Copy Over 'D:/repository/.git/objects/38/9c977a02020843cad328f48287951f2b0b2122' -> '//10.8.0.252/it信息/个人目录/曹晋/bak/.git/objects/38/9c977a02020843cad328f48287951f2b0b2122' (341)
2018-08-29 09:59:19: Copy Over 'D:/repository/.git/objects/38/d5341e94ce2bb02bdb6832c1193fcb0d38fe18' -> '//10.8.0.252/it信息/个人目录/曹晋/bak/.git/objects/38/d5341e94ce2bb02bdb6832c1193fcb0d38fe18' (369)
2018-08-29 09:59:19: Copy Over 'D:/repository/.git/objects/39/03d77a1c4067c0420ae025989eaee6a56d54eb' -> '//10.8.0.252/it信息/个人目录/曹晋/bak/.git/objects/39/03d77a1c4067c0420ae025989eaee6a56d54eb' (335)
2018-08-29 09:59:19: Copy New 'D:/repository/.git/objects/39/2fa8c1f322cfe2cd84cfeda99f95f2df6df6bc' -> '//10.8.0.252/it信息/个人目录/曹晋/bak/.git/objects/39/2fa8c1f322cfe2cd84cfeda99f95f2df6df6bc' (1,527)
2018-08-29 09:59:19: Copy Over 'D:/repository/.git/objects/39/5cfc8b78fa910322ea8136843f610602fc5503' -> '//10.8.0.252/it信息/个人目录/曹晋/bak/.git/objects/39/5cfc8b78fa910322ea8136843f610602fc5503' (335)
2018-08-29 09:59:19: Copy Over 'D:/repository/.git/objects/39/63c084e9aefbfc416ad795a71a83ac1a6818d4' -> '//10.8.0.252/it信息/个人目录/曹晋/bak/.git/objects/39/63c084e9aefbfc416ad795a71a83ac1a6818d4' (336)
